message,spam label,smishing label
Lols! Eh weds wat ur all doing? I dunno to go not le,0,0
"Haha chase her out! Yeap ecology with my biochem teacher! Must rmb itah, dreams are difficult to rmb one! Zzz my seatmates ask me payattention so they can study chem...",0,0
Why sorry.,0,0
last  daysakshaya tritiya special at prince jewellery get  free on st instalment get rs offgm gold jwlryrs offk of diamond jwlrytc ,1,1
I have AN IMPORTANT TRANSACTION for you MAIL me for full detail via EMAIL,1,0
Supper? My treat.,0,0
Embassy... Nope... Y leh...,0,0
k i will make results and discussion a separate paper,0,0
Not a good time of taunts dear,0,0
Lol emu got SMS u ask u next wk free or not ah.,0,0
I dunno! U all there le ah?,0,0
Oh oh. It's raining soon le.,0,0
And a couple of Hindi movies,0,0
are you akshaya tritiya ready yet get a free gold coin with diamond jewellery above rs    only on bluestone shop now  httpbitlyfreegoldcoins,1,1
If money doesnt grow on trees then why do banks have branches?Why does a round pizza come in a square box? Why doesnt glue stick to its bottle ?Why do Life means:A winter evening  Four friends  Mild Rain  Four cups of tea..Life means:Hundred bucks of petrol  Two rusty old bikes  And an open road..you still call it building when its already built ?If its true that we are here to help others what are others here for .If u arnt supposed to drink anLife means:Maggi nodles  A hostel room  3.25 a.m..Life means:1 Prep leave  1 night  1 book  8 dufers..Life means:3 old friends  3 separate cities d drive why do bars have parking lots. We are funny bunch of people living in a seriously funny world......  3 cofe mugs  n 1 internet mesenger..Life means:1 girl  1 number  4 friends  n a fight..Life means:Friends...Nothing else..   ,0,0
Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!,0,0
Huh? Why not... Your that fren lor. Haha,0,0
Yeap I was! It was short (: i'm boss of the junior 3on3 hahaha damn cute!,0,0
See you and jiayou! I managed to catch the bus (:,0,0
dear honda customers special discount offer on full paint of your honda carsavail quick accidental repairalso get more benefits at landmark honda vesu suratfor more details call on ,1,1
Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,0,0
For sale - arsenal dartboard. Good condition but no doubles or trebles!,1,1
Today am going to college so am not able to atten the class.,0,0
dr batra s  step approach of homeopathy trichology technology helps you get healthy hair rs off on annual treatment missed call ,1,1
The affidavit says  &lt,0,0
Haha. I was kidding lah. Yaloh. Yaloh. I'll try dessert also. Tml uintro their zao pai cai ar. Haha.,0,0
last  days use store at checkout to get  off on groceries download the ola store app httpbitlyjpbll today max discount rs tca,1,1
not be angry with friends,0,0
"I cannot bring you any food today, we got no boxes.",0,0
Woot.tan wee kek send out email saying nid better sample data.I send him the newdump.can rite?,0,0
Lg reaching clementi statuon. Hee. Kiss u. I reach yishun le yell u.,0,0
Class XX student visit bit.ly/ BNAT Register Free to register for BYJU 'S National Aptitude Test Get upto XXX Scholarship on BYJU 'S JEE NEET Courses design by India 's Top Faculty,1,1
I wont touch you with out your permission.,0,0
So ?_'ll be submitting da project tmr rite?,0,0
Eric says there is bug. Please check as soon as you can,0,0
We 've receive your cash out request of 5000.00 PHP to BPI end in XXXX If you do not make this request please visit coins-asia.pro,1,1
"Do you know the relationship between your two eyes? They blink together, cry together, see things together and sleep together. Even though they never see each other. Friendship should be just like that! Life is like hell without FRIENDS. ITS ""WORLD BEST FRIEND WEEK"". Who is your best friend? Send this to all your good friends. Even me, if I am one of them. See how many you get back. If you get more than 7, then you are really a lovable person.",0,0
Or you could cover them with some fancy custom badges,0,0
"6 true facts still hidden from us: 1.  <#> % of people in Australia dont drink milk. 2.Snake's vision is upto 5km. 3.A man can touch sun if his body is completly surrounded by mercury. 4.No twins hav been born til now in greenland. 5.Zebra doesnt have liver. 6.All the above details r false. Thanx4 belivng 4a while,Today is not april 1. But fool is fool at anytime",0,0
Oo there is?,0,0
Use OFFLINE mode to Send money on the M-PESA App without data bundle Download the APP get 500MB data for first time download Click http://bit.ly/appmpesac,1,1
Dear user your HDFC Bank Account will be block,1,1
Go take kayaking? Or rock climbing course,0,0
Hey gimme a call when you get a chance.,0,0
Lol I dont see it only. I observe.,0,0
Haha yeah my family damn pissed with my bro now coz he refuse tostudy damn retarded lah._. Haha yeah I did guess as much! Hahaha omnom nom nom! Haiyo never eat dinner!,0,0
Dear 3650nline have be lock now for security reason Go to www.365onlineboi.com to follow unlock procedure,1,1
Score your XXXX platinum amex card hurry now to collect ... MJIE2.bbhmhc.us ... rply stop to opt out,1,1
thank you for using sulekhacom to find a loans service we trust you were able to locate a business that satisfied your need please click the below link to review httpgooglcwsqb download sulekhas free android app now httpgooglbzvbwj,1,1
Hello Your DND RC OY have be activate for you from 22/04/2019 18:02:02 Find more of such exiciting offer on the My Vodafone App http://m.vodafone.in/ vfapp,1,0
Lols pull ups effed u up? I tink I also too back and neckache denpull ups siaz,0,0
"Alright, cool.. and psh I'm gonna come talk to you",0,0
 What's UR fav movie genre?,0,0
Preferably early lor. Wanna spend more time at home with parents on sunday.,0,0
Your ANZ account access have be suspend Click here for re-verify your data http://anztexupporter.cc/ Now Ã¢ÂÂ,1,1
okada online platform earn money so easy Slot machine baccarat fishing cockfighting football register to receive free bonus 398P deposit benefit XX link,1,1
Heading off soon. Love you!  Turning phone off.,0,0
THAT?S ALRITE GIRL,0,0
Oh. Don't have to much fun with that.,0,0
I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...,0,0
I so miss u laopo!!! Heee. Si happy we so connected. Ding ding,0,0
only for today  body massagemoksh spa  rs   in k or  in k  trained female therapist luxury roomsthe pllazio hotel sec gurgaon call,1,1
Wahaha. Gd. I jusg reached home. Will go over once i put on my contact lens.,0,0
"A question in new kerala syllabus on cherthala as mukya mantri,pradhirodha mantri and external affairs mantri are from cherthala.Question is in essay section-what is the difference between Vayalar kavala and thanki kavala.explain in not less han  <#>  words.revert with answer to pareekshabhavan.u can win a chakiri naaru from Mr.CM.",0,0
"""Work 1 hour a week and earn $5000/month! Pay $50 for the money-making guide. Reply INFO to start.""",1,1
But I need to be able to log in first then can google the website right..,0,0
" Hey, you've been on my mind lately. Let's chat soon.",0,0
want best doctors for your parents  get specialists doctors in top hospitals   per appointment become iho member   sms iho to  tc,1,1
Oh k...i'm watching here:),0,0
If u r stressed  you'll get pimples.. if u cry u'll get wrinkles.. So  y don't u smile yaar and ,0,0
Dear user your SBI YONO Account will be block today.Please click below link update your PAN CARD Number Thank you SBI http://cutt.ly/ fAINZ95,1,1
"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",1,1
Remember we were supposed to have a bunch of male strippers?,0,0
Haha if phs see us tgt then dunno if abit weird! See how bah!,0,0
We would like to notify you that you have an outstanding vehicle tax refund of ÃÂ£ XXX from an overpayment http://dvla.co.uk.vehicle-tax -refunds.org/dvl,1,1
No only women are hard to read.,0,0
What about next week?,0,0
Mr lee is it possible for you to brief me earlier 2day?,0,0
Havent shopping now lor i juz arrive only,0,0
 snapdeal androidios app use promo code sd valid once per userdebitcredit card till may not valid for airtel tca transact now ,1,0
tonyn  visit on dated  on wednesday heena medicose  ujjain    sent free from hike reply at standard sms rates    download hike at httphikein to chat for free,1,1
Hello please submit the correct delivery address otherwise we can not ship http://supportusp.com/xxdf1,1,0
Ross Carter brown You just send 0.029391 BTC X 20.s Please visit ledger-chain.support whin XX min if you need to cancel 1md,1,0
this be an offi cial Dept of Health SMS Your health be our priority If you can not access your result a health team will CONTACT you OR What sApp RESULTS to XXXXXXX or click http://12.me/ XXXXXXXXX text RESULTS,1,1
s over.. Dun thk abt it already. Concentrate on ur other papers k.,0,0
dear customer  gulalwadi  bring special  offer for couples  come with your partner and get  off on all products offer valid till  feb,1,0
hi harshita free beverage with your next yumist meal use code vjrd with your next order valid till  httpbitlykeepityum,1,1
"dun remember,i change my password.",0,0
Check audrey's status right now,0,0
"Dear Customer Your credit limit request of 300,000 Rs be approve Click the URL to get it now https //bit.ly/3z89JwD-BCS",1,1
NHS We notice you have n't apply for your Covid Pass Follow the link to complete registration and avoid penalty http://vaccinepass id.com/nhs/apply,1,1
The NHS can help you find the best service for your need pharmacy GP or NHS XXX Find your route to urgent care http://northeastlondonccg.nhs.uk/,1,1
Or wat time u prefee,0,0
Rem t guy i told u last night? Think i need ur boyfriend help...,0,0
Good Morning bhai,0,0
m handin in e forms too...so after our test den we go and meet em lor...,0,0
Hip hip howrah,0,0
only today  tomorrow  pantaloons sale preview flat  off on every garment of every brand from the entire store click httpbitlyicnas tc,1,1
PayPal Notification Your account have be temrorarily susrended due to fail login attemrts Please confirm your detail at http://pay-pal-id3847.net/ p=4,1,1
Dear Consumer Your Electricity power will be disconnect Tonight at 9.30 pm from electricity office because your previous month bill be not update Please immediately contact with our electricity,1,1
dominos  lawrence road now reachable   order now  enjoy  off on min bill of rs valid on pizzas  breads cpn mob vld jan tc,1,0
get flat rs  off on daily essentials on your first purchase ebay click httpgooglckhic  use code ebaybkt at checkout valid till  dec,1,1
"New money making project earn 300-10,000 per day Reply me X click the link to add my whatsapp http://daywin006.com",1,1
Wahhhhh thought I told you not to cross. Haha,0,0
XX We be unable to process your late payment In order to avoid fee please update your information via http://02.uk.my5gac2.com 02=2,1,1
"Oh... U r in e canteen ah...Hmmm, u joinin den help me sign up oso lor...",0,0
Haha. Ya. Must b sleepy. Later got midterm. Uh.. let's start thedreaded project soon. Consolidate the findings and structure bywed?then we split to do the writeup?,0,0
okie..booked u le..hee. den place n time i confirm wif u again. ?,0,0
Your PASSION PRO be Ready for Delivery Expected bill Rs XXX Upon delivery share your experi ence code as XXXX if SATISFIED or XXXX if DISSATISFIED,1,0
snehal  hiii    sent free from hike reply at standard sms rates    download hike at httphikein to chat for free,1,1
Ok I'll ask around,0,0
Will u be using your template or mine?,0,0
flash sale get trimmer for just rs  on ebay use code offebay  get novamaxel rechargeable trimmer at the best ever price shop on httpgooglcnudk,1,0
FINE AHH THANK YOU HAHA. I HAVE 2 SEATS STILL.,0,0
I'll try to send u what i've done in an hr time. Need your help for ecase analysis part. Paiseh. Got a v bad sore throat.,0,0
get a pension of rs  lac per year  leave a legacy behind worth rs  lacs for your family by investing rs  per month to know more  sms er to  tc,1,1
the diapper fest ends today xtra  off on all diapers when u shop through app coupon appdp dont have the app download now  bitlydwlapp,1,1
I hate you!,0,0
You? Not drunk? What is the world coming to?,0,0
Sorry for the late recently was busy,0,0
"Snapdeal company you win 1st .. prize MAHINDRA XUV500 Amount prize RS 14,85,000.00 Service Charge Rs- XXXX CONTACT ME -XXXXXXXXXX",1,1
I can share Ur resume if I u r interested. Let them decide whether you meet the eligibility criteria,0,0
Hahaha will she be at arp??,0,0
As in tmr morning!,0,0
K.REEN I AM HANS.,0,0
Ok. U training with us?,0,0
last day of biggest fresh fashion sale buy anything under  or  hurry shop now   se neeche httpysmrtlnkinaykxyazu   se neeche httpysmrtlnkinzhqhfkoa,1,0
Everybody on the feed is talkin about how the band is str8 killin! And apparently some girl named kayla is supposed to be good.,0,0
"Hi ppl! Remember to submit your edusave form latest by today! Also,because Mr tay has to submit our personal particulars by Monday,please send the softcopy or hardcopy to the teachers by Sunday! If youneed hardcopies, I have some with me!",0,0
Chem haven get. Physics today jus did test,0,0
We have recalculate your vehicle tax You be owe ÃÂ£ 48.84 due to over payment Click the secure link http://XXX .99.132.51 dvla to claim your refund,1,1
Ooo btw ur in the same group as Lionel. Cool man!,0,0
dear customer  mobile internet for just rs   now get  mb g valid till midnite  dial  to activate,1,1
Maybe you should find something else to do instead?,0,0
Not that. When can I take clothes from your room?,0,0
dear customer  this festive season gift your near and dear ones with egift vouchers of leading brands visit wwwidbibankcom for special discount offers,1,0
gb g  rsrech with g pack at rs or dial  get gb g valid for  days  carry forward any unused data balance offer valid till apr th ,1,1
"Yes, for the example. Can you send your up to date version via email?",0,0
"Can i can put u in. but can Ã¼ give me ur particulars. Ur full name, gender, faculty, contact no, sailing experience and email address.  thanx",0,0
Sent b4 le. But not sure if u're refering to e same song. Haha.,0,0
PERSONAL LOAN SPECIAL OFFERS LOW RATE 10.75 X Pre Closing Charges X Partial payment Charges Balance Transfer Available PLZ CALL XXXXXXXXXX,1,1
Lol okay! Noted!,0,0
flat out crazy sale get flat  off at your nearest f  fusion beats store stay trendy  stay stylish vat extra tc apply,1,0
Oh and ask tay!,0,0
the healthkart wellness sale is back upto  off on a huge range vitamins  supplements shop now  httpjmpqtgyv,1,0
"Hey elaine, is today's meeting still on?",0,0
Your bro?,0,0
Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,1,1
Link http://tiny.cc/JIO Jio have Announced today to give 25GB data with free call daily for X Months Register to activate offer Link http://tiny.cc/JIO,1,1
PTL. Pls send me cottage leaderTherease tel number.,0,0
Lols I going back put stuff later. U wan eat anything,0,0
" Pls, can u call me asap?",0,0
NHS We have notice you have not apply for your Covid Pass Failure to apply could result in a fine To apply please visit nhs-digital pass.com,1,0
happy new year offer  stvgb unlimited whatsap day     free mb balance on   activate on     best stvs  mb day ,1,1
That's what you get for being a douche =P I shouldn't have told you,0,0
offer gprs core service offer has been activated for you effective from  ,1,1
"I think so, yeah, but I'll be back in a few days",0,0
No.they ddnt cl yet,0,0
 Can't wait to meet up later and hear all about your adventures.,0,0
Are you gonna get the keys?,0,0
Lol u shoulda called me. I would've rescued u. And bought u lunch too. Steak yummm,0,0
"Ane andrew im cryin d entire day.i cnt c my malli goin thru dis much f pain.i lv him a lt,n i mean t a lt.....",0,0
Anyway what are you doing now:P ws just left!,0,0
Eh joan... I go and get frm u at 3 plus ah... U at home rite...,0,0
not in ofc cll u bak in nd half,0,0
No balance...,0,0
"Dear customer congratulation Your order number Win the first prize that be Mahindra XUV XXX RS 12,25000 in lucky draw valid for 14/01/2019 from our Flipkart online shopping Registration charge XXXX WhatsApp no XXXXXXXXXXX apply for more enquiry our helpline XXXXXXXXXX XXXXXXXXXX",1,1
Haha sian! My grandma taking forever in the toilet!,0,0
ve reached home n i bathe liao... U can call me now...,0,0
now subscribe to our new data offers    mb data bundle for  sar valid for  days   mb data bundle for  sar valid for  days    you can use the data bundle on your  sims    to subscribe   dial ,1,1
take your st free ola shuttle ride to get exclusive services worth rs  from localoye limited period offer only open bitlyolacabs to book a shuttletca,1,1
Yup. Parents here :x,0,0
Your Netflix account will be lock because your payment be decline qvo5j.com/VYOCGL2SUT,1,1
Not my friend's. My friend brought.back his fish.tank. That one is myfish tank.,0,0
Hahaha I fell asleep studying oops! Are you awake?,0,0
Ohh ahh nvm! My cluster outing hahaha we were looking for replacements hahaha,0,0
"Hi Ricky, can you get your people to take down the air con blower inthe 2nd floor old MBR? The electrical folks need it removed ASAP?Thanks!",0,0
CONGRATS DEAR SIR YOU HAVE SELECTED 1ST PRIZE IN MEGA OFFER DAY Flipkart IN COMPANY .THIS IS VALID TODAY CONTACT XXXXXXXXXXX,1,1
Dear SBI user your SBI YONO Account will be block today.Please click here link update your PAN CARD Number Thank You SBI http://bit.ly/3E11nM7,1,1
Haha... Sorrie abit blurr liao... Havin too much lesson... So hows life for u?,0,0
Your Citi Credit Card No YCPTXXXXXXXX8795 have be Dispatched with Rs XXXX Cashback Confirm Details Now va.pcb3.in/G8lko,1,1
m rooting for you man!,0,0
Hey I need your student id.,0,0
extra  off on the largest catalogue ever for  hours only today shop now httpmsgmnqzstuvb     your coupon  bigedbye  tc apply,1,0
10 mins.. Will recharge nd call,0,0
"YOUR WORD, O LORD, WILL LAST FOR EVER. IT IS ETERNAL IN HEAVEN. YOUR FAITHFULNESS ENDURES THROUGH ALL THE AGES. Psalm1 <TIME> , <#>  Praise the Lord! Have a blessed day IN CHRIST dear brothers and sisters. :-):-)",0,0
Its ok..aunty,0,0
"hey jules, will u be free for soccer on sunday?  bishan braddel",0,0
peprico is here to rock at lanterns finally visit lanterns kitchen tonight at  pm get  off on food for couples reservations available at ,1,1
"Hi diane, Tha ks for your help the other day. We have some questionsabout the HSBC home loan information. Appreciate it if I can try tocall you about it.  I will try to reach you again later today ifpossible.  Also we are interested in knowing the rate for homerenovation loans.  Can you help?  Thanks!",0,0
Free demo. I only know visio for windows. U can check the msdn library for it,0,0
Joey: Neo where u fr?,0,0
dear student  mbbs spot booking for best coolege in  maharastra kolkata and orissapkg  lac best guide for aipmt wbjeemgimscontacthurry up,1,0
Then anything special?,0,0
Am shoppg at brunswick st...alannah hill. look 4 me there when u get a park.,0,0
Hahaha we went to Starbucks!!! Why are you not receiving my mms!!!,0,0
Not done yet ah? Nvm I will wait then.,0,0
No as in the speeches!! Jyjy!,0,0
Ahh kismis. Opposite canteen 2.,0,0
spl offer aaj k liye  get  rc   tt extra  in hr   hurry,1,0
"Dear Customer You be winner of FLIPKART Online company You win 1st prize TATA SAFARI and amount rate be Rs 12,80,000 Registration service charge 6,500 on XX-XX-XXXX deposit Contact no -06201135893For more detail Helpline no -XXXXXXXXXXX",1,1
Oh... Okay... Cya there in about 5 mins !,0,0
bachat hi bachat raashan par rs tak bachayen free home delivery best quality use code ss for extra off offer ends feb wwwaskmegrocerycom tc apply,1,1
Thanx i think t ws ok,0,0
Er how about now,0,0
dear members  balvikas manch membership startfees only rs  get attractive tiffin box  cash prizes gift coupons urgent call  for registration ,1,1
We inform you that Package delivery AE40752516885 be wait for your confirmation Track your parcel here http://armx-deliver.co/aed/,1,1
Dear SBI user YOUO YONO ACCOUNT will be bloked today. Please click on the link to update your pancard https://byrl.me/FGEE3Zj Thank you MNHDRA ,1,1
Ah okayy. Then got things to do before you reach mah?,0,0
"Haha feel free,  <#>  indeed",0,0
"Dear User, Our records show your passport may expire within 6 months. Please complete the passport application at the link below: ",1,1
my idea app offer get upto gb for just re coupon code app download the my idea app to avail the offer httponelinktotnsms,1,1
s hall bash lor... Ask ur frens along oso...,0,0
Yoz... you able to come online?,0,0
Can anyone connect me with Malik riaz/Bahria town senior management? Or if anyone know someone who may be of help?,0,0
"Haha dun need come to sch bah, my dad fetching me home! (:",0,0
"Your DStv account on SC XXXXXXXXXX will expire on Wednesday XX Dec. Pay N6,800 for Compact via Quickteller or DStv office to enjoy non stop viewing",1,1
Yeah I angry you. You pms me lo.,0,0
"Song not sing. Thriller,i was just stating the genre.",0,0
Yup... I havent been there before... You want to go for the yoga? I can call up to book ,0,0
Ic... Yah got went for that lecture but was late... Heheh... See Ã¼ around huh... Take care... Ã¼,0,0
You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.,0,0
m stuck in da middle of da row on da right hand side of da lt...,0,0
Bring ur passport details too!,0,0
your dealsgrab voucher ids tynhfxwrsyv for offerjust rs  for full arm wax  full leg wax  under arm  delux pedicure  delux manicure  wine  detan facial all worth rs  at florina salon valid till  pay balance to merchantrs  per voucher  wwwdealsgrabin,1,1
blue club  end of friction sale  grab the grand discount of flat  off  more than  brands  more than   pcs  all under one roof  tc apply vat extra,1,0
save on data costs dial  and get unlimited offline access to facebook also get access to match updates and bday reminders sale httpgooglozrxk,1,1
enjoy  gb g internet for  days  at rs  recharge now or dial  to activate for best offers  install vodafone app  click wwwvodafoneinmvvf,1,1
pmin local mobile  std mobile calls  val days recharge kare rs se,1,0
hi free home delivery for your favorite tgi fridays food at your door step in ncr click to view menu bitlyjsard payment by cash on delivery only ,1,1
Haha! Yeah... U wan come along?,0,0
I'm reaching in another 2 stops.,0,0
No go market eat.,0,0
 off on askmegrocery ghar bharo sale sale use flat for  off  extra  mobikwik cashback visit httpgooglbucxlp min order ,1,0
Haven leh... So i thk might have to collect myself oredi...,0,0
I hope you know I'm still mad at you.,0,0
Watching Parent Trap and missing old days.,0,0
Oh. What happened?,0,0
Dear Customer your SBI A/C will be block today Please Update Your PAN CARD click here link http://goolnk.com/ 2zgDvQ,1,1
No card...,0,0
ola get comfortable ac cabs at your doorstep within minutes download the app  bitlybookola  select ride now tca,1,1
Plots in Gurgaon on Golf Course Extn Road & on NH-8   200-500 sq.yds by reputed builders. For details sms SIL RE 57333,1,1
I need from a reliable source. Ez hire has tons of bad reviews.,0,0
Haha different pc different doing eh. Ypurs is what.,0,0
iqbal singh rajput wants to be friends on facebook you have  friend in common  reply  to confirm or go to httpsfbcomliuvviwzotre,1,1
Lol you want to irc?,0,0
Hi RANGER? Me lea 25 f mly? U?,0,0
If nice then buy lor... But mambo watch so ex meh... Half price still need 58... Tmr u still got time 2 buy meh...,0,0
" Hey, u need a pick-me-up? Let's hang out.",0,0
9 to  <#> ! :D,0,0
m only reaching tp mrt,0,0
your sweetest november treats are selling out fast buy  get  free has very little time left shop like crazy limeroadmesvxxg,1,1
free gb g data for you  upgrade to g sim now and get gb free g data with days validity in g network to get this offer  send gog to  from your g sim within days of sim upgrade,1,1
Hi Matthew this be Manuel volunteer w Beto for Texas Beto O'Rourke be run a grassroots campaign for Senate with a focus on get corporation PACs and special interest out of Congress and put our democracy back into the hand of people Can we count on your vote,1,0
Lol yeah maybe I go xt house get the monopoly deal first.,0,0
offers  naj buy gm gold lakshmi coin at rs only no wastage  no making join golden eleven  golden flexible schemes  get gold coin free ,1,1
You could possibly hire o and a levels kids looking for internships. Their english command is pretty good and they are tech savvy.,0,0
ife is at its weakst wen there r more doubts than trust,0,0
get upto  off  upto rs on scratch card on latest models of sofa dining beds cupboard etc  godrej interio showroom  main rd rnc call  tc,1,1
Not directly behind... Abt 4 rows behind ?...,0,0
IF ONLY YOU WOULD'VE TALKED TO ME  I WOULDN'T HAVE HAD TO WRITE THIS... that conversation lasted 00:00:26 seconds. i don't understand what requires so much of your attention that you can't even spare 2 minutes on the phone with me. especially when at the end of everyday  all you seem to have done is nothing much!!! and guess what  a guy who gets all excited and dressed up just because a girl will be working in the same lab is called a nerd  not awesome!!! ,0,0
without gym go slim with ayurved no side effect govt apprvd lose upto kg  inches weight in  days with money back  for details sms kare ddd to ,1,1
set up ecs on your axis bank account and earn upto  edge loyalty reward points every month in the next  year to know more  visit httpbitlydbype,1,1
It was nice to c u tonight and I'll call you tomorrow. I got to sing and a guy gave me his card! xxx,0,0
"Ya my friend lah. Okay what. Who say lousy? Btw, your guy grpmatedamn handsome loh. Wahahaha. Especially after he speaks. But u don'ttell him leh later he thought i interested in him. Haha.",0,0
Kothi print out marandratha.,0,0
this diwali aim for the sky get  off on bank exam programs available in both pendrive  online use coupon code diwali wwwtalentsprintcom,1,0
I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,0,0
drive any day of the week with orix mychoize selfdrive cars get  off with cool on wwwmychoizecom additional  for corporate clientscall ,1,0
Did you claim your gift from ATT Hurry up http://phoptil.com/cl/4160_md/ 555/29532/1230/67/4260334,1,1
Haha lazy pok! Hao arh... eh shld be ok bah lol  <#>  min... if notwe see if we can make it for  <DECIMAL>  movie lol... I so guai lo nowwatching webcast lol,0,0
Haha it's very meaty eh. Something like seoul garden.,0,0
thank you for using axis bank internet banking your jabong evoucher code is axis valid till  get  off on a minimum purchase of rs to redeem visit wwwjabongcomaxisbank tc,1,1
Coding is enough,0,0
Dear Customer we regret your request could not be process as DND service be currently not active To activate Full DND sm START ltSpace gt X to XXXX,1,1
Lol you all at city square mall right?,0,0
Today? If anything it'll be after  <#> h,0,0
Yup... Are you coming? Your sis can concentrate ah... Haha... Or flirting. Dont think abt it anymore... Concentrate on your other papers okay?then we go chinat,0,0
How are you?? please call me as soon as u get time missing you:-(,0,0
HALIFAX DATA Hello Invalid client data report You must update your detail at updhalifxservices.online/ account to prevent account suspension,1,1
did u miss us party with friends  family  dominosget  off on  abovecall orderonlinemobile dominoscoin cpn crmdba vldjantc,1,1
"Haha I dunno leh, just try bah! Let her know you're not in school!Haha good good!(:",0,0
watch kol vs hyd tonite with kfc wed specialget pc boneless strips   dips call  click httpbitlykfcweb tc,1,1
Hahahahahahahahaha thank you! It's all just a bump in the road. Thatpicture of you and miles is so cute,0,0
lava kkt ultra plus dual sim mobile phone  just  features fm with recording  camera  bluetooth  music  video player limited stocks call  now,1,1
Oh ya... Forgot... Haha... Kaiez... Cya after lesson...,0,0
Yup because deep down they think they are cool using that hahahaha,0,0
Hahaha oh well actually got 2 extra tickets de lol,0,0
"I dunno? Fsae haven tech inspect leh, so sort of waiting for that too.",0,0
Hee hee...  Poor thing. You can go out for shopping or something when yr tests are finally over. Im having a bad sunday. Down wif a cold...,0,0
Woot then wat about me lol... wait I jealous arh lol... haha see tmlwat u wanna eat I also pei ni! Lol,0,0
I go bathe first. U can ard 2.,0,0
BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,0,0
s shop ?,0,0
I'll be late.. Just left my place.. Sorry,0,0
get upto   off  woolen stock offer valid till stocks lasts rush now h k oswal  bapu bazar  jaipur ph ,1,0
"Hmmm... Ok only la... Gee...Y, interested ah, intro to u la...",0,0
French Miss! Who won the French Open women?s singles crown in 2008? 1) Maria Sharapova 2) Ana Ivanovic 3) Serena Williams ^1/2/3 Reply to get a video clip. ,1,1
tbuy blockbuster deal cut  chop vegetables  fruits in seconds with new super dicer plus vegetable cutter get rs  discount give missed call ,1,1
hi nitin  globus end of season sale is on get up to  off xtra  off for frends  globus rush to ur favourite fashion destination tc,1,0
yyou can make profit of rs lac in rs  lakh capital in option sure shot  confirm tip if interested contact us at  ,1,1
Nop he pee into t shirt and squeezed to drink,0,0
ah totally! they should have met,0,0
MY3ALERTS We could n't process your bill for this month Proceed via http://my3 billing-alert.com to continue use your allowance 6m o,1,0
professional plumbers  electricians starting at  make life easy with housejoy get  off today with code cart visit httpbitlyhjpune tc,1,0
get rs   lacs on maturity by investing just rs  pm and save tax under section c sms rp to  tc apply,1,1
"Usf I guess, might as well take 1 car",0,0
Oh... Hows your driving now? Muz be real pro liao....,0,0
Can meet u for a while?...i show u my paypal acc page can?...haha...,0,0
"Now I got christopher, chooitene, chuanwah, michelle as gls only.Like not enough right? I dont know if anyone from our clique wants tobe gl. :(",0,0
): those going cp also ._.,0,0
"Haha YOU'RE LATE. Hahaha I dun really give my parents any pressure onthe houses they buy hehe! Hahaha good good (: hmm I think ok lah, canreply! Still inside the hall in ocs, haven't move yet! They playingparty rock anthem, Hehao should be here!",0,0
spl offer paye mb at rs din ke liye sms act boost  to paye gb at rs din ke liyesms act boost  to  dial  for offers,1,1
this mothers day gift her the freedom of choice with hdfc bank giftplus cardapply on netbankingget off on issuance feesteps to apply bitlytszfr tc,1,0
m going to be a bit late..,0,0
Thanks a lot.,0,0
Oh ya. My mum dont encourage me to rent. Becausr she said that daywill be hard to find parking.,0,0
"Megaupload 4 person, each abt  <#>  ok or not?",0,0
redeem ur  payback pts on card ending  as on mar during the  day redemption festival only  central between    mar  get  points back tnc,1,1
Sorry my hp got problem. Only receive ur smses now. Sunday 1pm no problem.,0,0
Maybe you should find something else to do instead???,0,0
paisa vasool sale maha grocery offer save big upto  flat   on mobikwik usecode ss minorder hurry offer ends feb wwwaskmegrocerycom,1,0
dar i at first storey. i go turn 1 rnd first,0,0
Lol who called you just now?,0,0
Dear Customer Your Lost Phone Was Found View Location Of Your Phone At Verification-Location.com Thanks Customer Support,1,1
Tell any not in sms.,0,0
dear customer  looking for a life time free credit cardvisit httpaclcchdfcbankfbfoamkcq click on offers tab  save up to rshurry valid till  jantc,1,1
"A lot of them are mine.Sorry, I'll clean tonight, I accidentally fellasleep.. but seriously, Liza, no need to get snappy, everyone cleansup after you a lot",0,0
Yea take care man. Dun overtrain!,0,0
Hello We regret your request could not be process As per TRAI guideline DND complaint can be accept for call SMS receive in last X calendar day Dear Customer now Dial XXXX all information relate to DND on your account,1,1
Hey Casey when r u bringing the babies over,0,0
Your direct debit have fail We 're divert outgo call and data to our payment line Update your bill information www.three-secure.services,1,1
