text,category,label
Claim your limited-time buy-one-get-one-free offer on vacation package. Click here to activate your reward.,persuasion,phishing
Special access granted! Login now to receive your gift card before it’s too late.,persuasion,phishing
Warning: Unusual login attempt detected on your Netflix. Verify your identity.,urgency,phishing
Immediate action required: Your banking subscription is expiring. Renew now.,urgency,phishing
Exclusive offer! Get a free discount coupon by verifying your account today.,persuasion,phishing
Official communication: Your Netflix will be suspended unless you comply with our security update.,authority,phishing
Act fast! Your HSBC account will be locked if not verified within 24 hours.,urgency,phishing
This is an official notice from Apple. Your account requires immediate verification.,authority,phishing
Attention: Your recent activity violates our Amazon policy. Verify your account to avoid penalties.,authority,phishing
Special access granted! Login now to receive your free e-book before it’s too late.,persuasion,phishing
Special access granted! Login now to receive your cashback before it’s too late.,persuasion,phishing
"Dear user, we noticed irregular transactions in your Chase account. Confirm your details now.",authority,phishing
"Dear user, we noticed irregular transactions in your Wells Fargo account. Confirm your details now.",authority,phishing
Exclusive offer! Get a free free subscription by verifying your account today.,persuasion,phishing
Immediate action required: Your email subscription is expiring. Renew now.,urgency,phishing
Immediate action required: Your Spotify subscription is expiring. Renew now.,urgency,phishing
"As per IRS regulations, you must update your tax details immediately.",authority,phishing
"As per Social Security Administration regulations, you must update your tax details immediately.",authority,phishing
Warning: Unusual login attempt detected on your Facebook. Verify your identity.,urgency,phishing
Urgent! Your Amazon has been compromised. Click here to secure it now!,urgency,phishing
"As per FBI regulations, you must update your tax details immediately.",authority,phishing
Congratulations! You have won a VIP membership. Click here to claim your reward.,persuasion,phishing
This is an official notice from Amazon. Your account requires immediate verification.,authority,phishing
Special access granted! Login now to receive your free e-book before it’s too late.,persuasion,phishing
Exclusive offer! Get a free discount coupon by verifying your account today.,persuasion,phishing
Security alert: We have detected suspicious activity on your Zoho Mail. Reset your password now!,urgency,phishing
"Dear user, we noticed irregular transactions in your Bank of America account. Confirm your details now.",authority,phishing
Warning: Unusual login attempt detected on your Google. Verify your identity.,urgency,phishing
Congratulations! You have won a $1000 lottery. Click here to claim your reward.,persuasion,phishing
Security alert: We have detected suspicious activity on your ProtonMail. Reset your password now!,urgency,phishing
Claim your limited-time buy-one-get-one-free offer on software subscription. Click here to activate your reward.,persuasion,phishing
"Dear user, we noticed irregular transactions in your Chase account. Confirm your details now.",authority,phishing
Exclusive offer! Get a free discount coupon by verifying your account today.,persuasion,phishing
This is an official notice from Google. Your account requires immediate verification.,authority,phishing
Claim your limited-time buy-one-get-one-free offer on laptop. Click here to activate your reward.,persuasion,phishing
Warning: Unusual login attempt detected on your Facebook. Verify your identity.,urgency,phishing
Special access granted! Login now to receive your gift card before it’s too late.,persuasion,phishing
This is an official notice from Google. Your account requires immediate verification.,authority,phishing
"As per FBI regulations, you must update your tax details immediately.",authority,phishing
Security alert: We have detected suspicious activity on your ProtonMail. Reset your password now!,urgency,phishing
"As per Social Security Administration regulations, you must update your tax details immediately.",authority,phishing
Official communication: Your Netflix will be suspended unless you comply with our security update.,authority,phishing
Special access granted! Login now to receive your cashback before it’s too late.,persuasion,phishing
Exclusive offer! Get a free cash bonus by verifying your account today.,persuasion,phishing
Attention: Your recent activity violates our Amazon policy. Verify your account to avoid penalties.,authority,phishing
Official communication: Your Netflix will be suspended unless you comply with our security update.,authority,phishing
Security alert: We have detected suspicious activity on your Gmail. Reset your password now!,urgency,phishing
Security alert: We have detected suspicious activity on your Gmail. Reset your password now!,urgency,phishing
Official communication: Your Spotify will be suspended unless you comply with our security update.,authority,phishing
Congratulations! You have won a free vacation. Click here to claim your reward.,persuasion,phishing
Act fast! Your Bank of America account will be locked if not verified within 24 hours.,urgency,phishing
Urgent! Your Google has been compromised. Click here to secure it now!,urgency,phishing
This is an official notice from Amazon. Your account requires immediate verification.,authority,phishing
Claim your limited-time special cashback deal on smartphone. Click here to activate your reward.,persuasion,phishing
Urgent! Your PayPal has been compromised. Click here to secure it now!,urgency,phishing
Congratulations! You have won a luxury watch. Click here to claim your reward.,persuasion,phishing
Special access granted! Login now to receive your gift card before it’s too late.,persuasion,phishing
Security alert: We have detected suspicious activity on your Outlook. Reset your password now!,urgency,phishing
Urgent! Your Amazon has been compromised. Click here to secure it now!,urgency,phishing
This is an official notice from Google. Your account requires immediate verification.,authority,phishing
Act fast! Your Chase account will be locked if not verified within 24 hours.,urgency,phishing
Special access granted! Login now to receive your free e-book before it’s too late.,persuasion,phishing
This is an official notice from Microsoft. Your account requires immediate verification.,authority,phishing
Special access granted! Login now to receive your free e-book before it’s too late.,persuasion,phishing
Urgent! Your Facebook has been compromised. Click here to secure it now!,urgency,phishing
Attention: Your recent activity violates our Microsoft policy. Verify your account to avoid penalties.,authority,phishing
Official communication: Your Netflix will be suspended unless you comply with our security update.,authority,phishing
You’ve been selected for a premium email trial. Sign up now before the offer expires.,persuasion,phishing
Attention: Your recent activity violates our Amazon policy. Verify your account to avoid penalties.,authority,phishing
Urgent! Your PayPal has been compromised. Click here to secure it now!,urgency,phishing
You’ve been selected for a premium Netflix trial. Sign up now before the offer expires.,persuasion,phishing
Congratulations! You have won a luxury watch. Click here to claim your reward.,persuasion,phishing
Warning: Unusual login attempt detected on your Google. Verify your identity.,urgency,phishing
Security alert: We have detected suspicious activity on your Yahoo Mail. Reset your password now!,urgency,phishing
"Dear user, we noticed irregular transactions in your Bank of America account. Confirm your details now.",authority,phishing
"As per FBI regulations, you must update your tax details immediately.",authority,phishing
Congratulations! You have won a VIP membership. Click here to claim your reward.,persuasion,phishing
Exclusive offer! Get a free discount coupon by verifying your account today.,persuasion,phishing
You’ve been selected for a premium email trial. Sign up now before the offer expires.,persuasion,phishing
Official communication: Your Netflix will be suspended unless you comply with our security update.,authority,phishing
Official communication: Your cloud storage will be suspended unless you comply with our security update.,authority,phishing
Special access granted! Login now to receive your cashback before it’s too late.,persuasion,phishing
Urgent! Your Netflix has been compromised. Click here to secure it now!,urgency,phishing
You’ve been selected for a premium email trial. Sign up now before the offer expires.,persuasion,phishing
Urgent! Your Netflix has been compromised. Click here to secure it now!,urgency,phishing
This is an official notice from Google. Your account requires immediate verification.,authority,phishing
"Dear user, we noticed irregular transactions in your HSBC account. Confirm your details now.",authority,phishing
Urgent! Your Netflix has been compromised. Click here to secure it now!,urgency,phishing
You’ve been selected for a premium email trial. Sign up now before the offer expires.,persuasion,phishing
Claim your limited-time buy-one-get-one-free offer on software subscription. Click here to activate your reward.,persuasion,phishing
You’ve been selected for a premium banking trial. Sign up now before the offer expires.,persuasion,phishing
Special access granted! Login now to receive your cashback before it’s too late.,persuasion,phishing
Claim your limited-time 20% discount on software subscription. Click here to activate your reward.,persuasion,phishing
Exclusive offer! Get a free discount coupon by verifying your account today.,persuasion,phishing
"Dear user, we noticed irregular transactions in your HSBC account. Confirm your details now.",authority,phishing
Claim your limited-time buy-one-get-one-free offer on vacation package. Click here to activate your reward.,persuasion,phishing
Congratulations! You have won a free vacation. Click here to claim your reward.,persuasion,phishing
"As per FBI regulations, you must update your tax details immediately.",authority,phishing
Official communication: Your Netflix will be suspended unless you comply with our security update.,authority,phishing
"As per HMRC regulations, you must update your tax details immediately.",authority,phishing
You’ve been selected for a premium cloud storage trial. Sign up now before the offer expires.,persuasion,phishing
Special access granted! Login now to receive your gift card before it’s too late.,persuasion,phishing
This is an official notice from PayPal. Your account requires immediate verification.,authority,phishing
Special access granted! Login now to receive your cashback before it’s too late.,persuasion,phishing
Immediate action required: Your Spotify subscription is expiring. Renew now.,urgency,phishing
Congratulations! You have won a luxury watch. Click here to claim your reward.,persuasion,phishing
Immediate action required: Your Netflix subscription is expiring. Renew now.,urgency,phishing
Warning: Unusual login attempt detected on your Facebook. Verify your identity.,urgency,phishing
Official communication: Your Netflix will be suspended unless you comply with our security update.,authority,phishing
Immediate action required: Your Spotify subscription is expiring. Renew now.,urgency,phishing
You’ve been selected for a premium Spotify trial. Sign up now before the offer expires.,persuasion,phishing
Claim your limited-time 20% discount on smartphone. Click here to activate your reward.,persuasion,phishing
"As per Customs & Border Protection regulations, you must update your tax details immediately.",authority,phishing
Attention: Your recent activity violates our Apple policy. Verify your account to avoid penalties.,authority,phishing
This is an official notice from Apple. Your account requires immediate verification.,authority,phishing
"Dear user, we noticed irregular transactions in your Wells Fargo account. Confirm your details now.",authority,phishing
Claim your limited-time 20% discount on vacation package. Click here to activate your reward.,persuasion,phishing
Attention: Your recent activity violates our Google policy. Verify your account to avoid penalties.,authority,phishing
Attention: Your recent activity violates our Google policy. Verify your account to avoid penalties.,authority,phishing
Claim your limited-time special cashback deal on software subscription. Click here to activate your reward.,persuasion,phishing
"As per IRS regulations, you must update your tax details immediately.",authority,phishing
Claim your limited-time special cashback deal on vacation package. Click here to activate your reward.,persuasion,phishing
Security alert: We have detected suspicious activity on your ProtonMail. Reset your password now!,urgency,phishing
Claim your limited-time special cashback deal on smartphone. Click here to activate your reward.,persuasion,phishing
"Dear user, we noticed irregular transactions in your CitiBank account. Confirm your details now.",authority,phishing
Urgent! Your Google has been compromised. Click here to secure it now!,urgency,phishing
Immediate action required: Your cloud storage subscription is expiring. Renew now.,urgency,phishing
Exclusive offer! Get a free Amazon gift card by verifying your account today.,persuasion,phishing
Claim your limited-time buy-one-get-one-free offer on vacation package. Click here to activate your reward.,persuasion,phishing
Security alert: We have detected suspicious activity on your Zoho Mail. Reset your password now!,urgency,phishing
Security alert: We have detected suspicious activity on your Yahoo Mail. Reset your password now!,urgency,phishing
Attention: Your recent activity violates our Amazon policy. Verify your account to avoid penalties.,authority,phishing
Urgent! Your Facebook has been compromised. Click here to secure it now!,urgency,phishing
Security alert: We have detected suspicious activity on your Outlook. Reset your password now!,urgency,phishing
Urgent! Your Facebook has been compromised. Click here to secure it now!,urgency,phishing
Immediate action required: Your email subscription is expiring. Renew now.,urgency,phishing
You’ve been selected for a premium cloud storage trial. Sign up now before the offer expires.,persuasion,phishing
Warning: Unusual login attempt detected on your PayPal. Verify your identity.,urgency,phishing
Act fast! Your Bank of America account will be locked if not verified within 24 hours.,urgency,phishing
Claim your limited-time special cashback deal on laptop. Click here to activate your reward.,persuasion,phishing
Act fast! Your Wells Fargo account will be locked if not verified within 24 hours.,urgency,phishing
"As per Social Security Administration regulations, you must update your tax details immediately.",authority,phishing
Security alert: We have detected suspicious activity on your ProtonMail. Reset your password now!,urgency,phishing
"Dear user, we noticed irregular transactions in your Bank of America account. Confirm your details now.",authority,phishing
This is an official notice from Amazon. Your account requires immediate verification.,authority,phishing
Urgent! Your PayPal has been compromised. Click here to secure it now!,urgency,phishing
Warning: Unusual login attempt detected on your Netflix. Verify your identity.,urgency,phishing
Attention: Your recent activity violates our Apple policy. Verify your account to avoid penalties.,authority,phishing
Attention: Your recent activity violates our Microsoft policy. Verify your account to avoid penalties.,authority,phishing
Urgent! Your Netflix has been compromised. Click here to secure it now!,urgency,phishing
Claim your limited-time buy-one-get-one-free offer on laptop. Click here to activate your reward.,persuasion,phishing
Act fast! Your CitiBank account will be locked if not verified within 24 hours.,urgency,phishing
Special access granted! Login now to receive your gift card before it’s too late.,persuasion,phishing
Security alert: We have detected suspicious activity on your ProtonMail. Reset your password now!,urgency,phishing
Attention: Your recent activity violates our Amazon policy. Verify your account to avoid penalties.,authority,phishing
"Dear user, we noticed irregular transactions in your Wells Fargo account. Confirm your details now.",authority,phishing
Security alert: We have detected suspicious activity on your Outlook. Reset your password now!,urgency,phishing
Exclusive offer! Get a free discount coupon by verifying your account today.,persuasion,phishing
Official communication: Your email will be suspended unless you comply with our security update.,authority,phishing
Attention: Your recent activity violates our PayPal policy. Verify your account to avoid penalties.,authority,phishing
"Dear user, we noticed irregular transactions in your CitiBank account. Confirm your details now.",authority,phishing
Official communication: Your banking will be suspended unless you comply with our security update.,authority,phishing
You’ve been selected for a premium Spotify trial. Sign up now before the offer expires.,persuasion,phishing
Exclusive offer! Get a free Amazon gift card by verifying your account today.,persuasion,phishing
Claim your limited-time buy-one-get-one-free offer on vacation package. Click here to activate your reward.,persuasion,phishing
Act fast! Your HSBC account will be locked if not verified within 24 hours.,urgency,phishing
Attention: Your recent activity violates our Apple policy. Verify your account to avoid penalties.,authority,phishing
This is an official notice from Google. Your account requires immediate verification.,authority,phishing
Attention: Your recent activity violates our Apple policy. Verify your account to avoid penalties.,authority,phishing
Act fast! Your Bank of America account will be locked if not verified within 24 hours.,urgency,phishing
Claim your limited-time special cashback deal on laptop. Click here to activate your reward.,persuasion,phishing
Immediate action required: Your banking subscription is expiring. Renew now.,urgency,phishing
You’ve been selected for a premium email trial. Sign up now before the offer expires.,persuasion,phishing
"Dear user, we noticed irregular transactions in your CitiBank account. Confirm your details now.",authority,phishing
Warning: Unusual login attempt detected on your PayPal. Verify your identity.,urgency,phishing
This is an official notice from Amazon. Your account requires immediate verification.,authority,phishing
Attention: Your recent activity violates our Amazon policy. Verify your account to avoid penalties.,authority,phishing
"Dear user, we noticed irregular transactions in your CitiBank account. Confirm your details now.",authority,phishing
"Dear user, we noticed irregular transactions in your Wells Fargo account. Confirm your details now.",authority,phishing
Special access granted! Login now to receive your gift card before it’s too late.,persuasion,phishing
Exclusive offer! Get a free free subscription by verifying your account today.,persuasion,phishing
Congratulations! You have won a free vacation. Click here to claim your reward.,persuasion,phishing
Exclusive offer! Get a free free subscription by verifying your account today.,persuasion,phishing
Immediate action required: Your Netflix subscription is expiring. Renew now.,urgency,phishing
You’ve been selected for a premium banking trial. Sign up now before the offer expires.,persuasion,phishing
Claim your limited-time special cashback deal on laptop. Click here to activate your reward.,persuasion,phishing
"As per IRS regulations, you must update your tax details immediately.",authority,phishing
Security alert: We have detected suspicious activity on your Yahoo Mail. Reset your password now!,urgency,phishing
Security alert: We have detected suspicious activity on your Outlook. Reset your password now!,urgency,phishing
Claim your limited-time 20% discount on vacation package. Click here to activate your reward.,persuasion,phishing
Official communication: Your Spotify will be suspended unless you comply with our security update.,authority,phishing
"Dear user, we noticed irregular transactions in your Wells Fargo account. Confirm your details now.",authority,phishing
Official communication: Your Spotify will be suspended unless you comply with our security update.,authority,phishing
Claim your limited-time buy-one-get-one-free offer on smartphone. Click here to activate your reward.,persuasion,phishing
Claim your limited-time 20% discount on vacation package. Click here to activate your reward.,persuasion,phishing
Claim your limited-time special cashback deal on smartphone. Click here to activate your reward.,persuasion,phishing
Special access granted! Login now to receive your gift card before it’s too late.,persuasion,phishing
"Dear user, we noticed irregular transactions in your CitiBank account. Confirm your details now.",authority,phishing
"As per Customs & Border Protection regulations, you must update your tax details immediately.",authority,phishing
Urgent! Your PayPal has been compromised. Click here to secure it now!,urgency,phishing
Exclusive offer! Get a free free subscription by verifying your account today.,persuasion,phishing
Congratulations! You have won a $1000 lottery. Click here to claim your reward.,persuasion,phishing
Special access granted! Login now to receive your gift card before it’s too late.,persuasion,phishing
This is an official notice from Google. Your account requires immediate verification.,authority,phishing
This is an official notice from Amazon. Your account requires immediate verification.,authority,phishing
Attention: Your recent activity violates our PayPal policy. Verify your account to avoid penalties.,authority,phishing
Claim your limited-time buy-one-get-one-free offer on smartphone. Click here to activate your reward.,persuasion,phishing
"Dear user, we noticed irregular transactions in your CitiBank account. Confirm your details now.",authority,phishing
"Dear user, we noticed irregular transactions in your Chase account. Confirm your details now.",authority,phishing
"As per HMRC regulations, you must update your tax details immediately.",authority,phishing
Claim your limited-time special cashback deal on smartphone. Click here to activate your reward.,persuasion,phishing
Immediate action required: Your Spotify subscription is expiring. Renew now.,urgency,phishing
Urgent! Your PayPal has been compromised. Click here to secure it now!,urgency,phishing
Immediate action required: Your banking subscription is expiring. Renew now.,urgency,phishing
You’ve been selected for a premium email trial. Sign up now before the offer expires.,persuasion,phishing
You’ve been selected for a premium email trial. Sign up now before the offer expires.,persuasion,phishing
"Dear user, we noticed irregular transactions in your HSBC account. Confirm your details now.",authority,phishing
"As per HMRC regulations, you must update your tax details immediately.",authority,phishing
Special access granted! Login now to receive your premium service before it’s too late.,persuasion,phishing
Attention: Your recent activity violates our Google policy. Verify your account to avoid penalties.,authority,phishing
You’ve been selected for a premium Netflix trial. Sign up now before the offer expires.,persuasion,phishing
This is an official notice from Apple. Your account requires immediate verification.,authority,phishing
Claim your limited-time special cashback deal on software subscription. Click here to activate your reward.,persuasion,phishing
Exclusive offer! Get a free Amazon gift card by verifying your account today.,persuasion,phishing
